Date,Time/Seq,SMAC,SIP,Sport,DMAC,DIP,Dport,Protocol,GoodBad,AllowBlock,Comments
20180408,388,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=105269 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,389,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=106649 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,390,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=102509 Win=17952 Len=0,Previously seen source. Letting through.
20180408,391,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=105269 Win=17952 Len=0,Previously seen source. Letting through.
20180408,392,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=108029 Win=17952 Len=0,Previously seen source. Letting through.
20180408,393,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=108029 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,394,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=109409 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,395,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=110789 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,396,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=112169 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",Previously seen destination. Letting through.
20180408,397,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=113549 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",Previously seen destination. Letting through.
20180408,398,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=110789 Win=17952 Len=0,Previously seen source. Letting through.
20180408,399,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=113549 Win=17952 Len=0,Previously seen source. Letting through.
20180408,400,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=114929 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,401,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=116309 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,402,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=117689 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,403,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=119069 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,404,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=120449 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,405,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=121829 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,406,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=123209 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,407,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=124589 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,408,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=116309 Win=17952 Len=0,Previously seen source. Letting through.
20180408,409,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=119069 Win=17952 Len=0,Previously seen source. Letting through.
20180408,410,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=121829 Win=17952 Len=0,Previously seen source. Letting through.
20180408,411,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=124589 Win=17952 Len=0,Previously seen source. Letting through.
20180408,414,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=125969 Win=17952 Len=0,Previously seen source. Letting through.
20180408,415,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=125969 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,416,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=127349 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,417,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=128729 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,418,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=130109 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",Previously seen destination. Letting through.
20180408,419,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=128729 Win=17952 Len=0,Previously seen source. Letting through.
20180408,420,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=131489 Win=17952 Len=0,Previously seen source. Letting through.
20180408,421,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=131489 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",Previously seen destination. Letting through.
20180408,422,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=132869 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,423,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=134249 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,424,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=135629 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,425,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=134249 Win=17952 Len=0,Previously seen source. Letting through.
20180408,426,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=137009 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,427,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=138389 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,428,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=139769 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,429,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=141149 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,430,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=137009 Win=17952 Len=0,Previously seen source. Letting through.
20180408,431,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=139769 Win=17952 Len=0,Previously seen source. Letting through.
20180408,432,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=142529 Win=17952 Len=0,Previously seen source. Letting through.
20180408,433,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=142529 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,434,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=143909 Win=17952 Len=0,Previously seen source. Letting through.
20180408,435,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=143909 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,436,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=145289 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,437,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=146669 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,438,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=148049 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",Previously seen destination. Letting through.
20180408,439,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=146669 Win=17952 Len=0,Previously seen source. Letting through.
20180408,440,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=149429 Win=17952 Len=0,Previously seen source. Letting through.
20180408,441,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=149429 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",Previously seen destination. Letting through.
20180408,442,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=150809 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,443,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=152189 Win=17952 Len=0,Previously seen source. Letting through.
20180408,444,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=152189 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,445,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=153569 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,446,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=154949 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,447,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=156329 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,448,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=157709 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,449,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=159089 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,450,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=154949 Win=17952 Len=0,Previously seen source. Letting through.
20180408,451,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=157709 Win=17952 Len=0,Previously seen source. Letting through.
20180408,452,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=160469 Win=17952 Len=0,Previously seen source. Letting through.
20180408,453,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=160469 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,454,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=161849 Win=17952 Len=0,Previously seen source. Letting through.
20180408,455,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=161849 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,456,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=163229 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,457,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=164609 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",Previously seen destination. Letting through.
20180408,458,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=165989 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",Previously seen destination. Letting through.
20180408,459,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=164609 Win=17952 Len=0,Previously seen source. Letting through.
20180408,460,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=167369 Win=17952 Len=0,Previously seen source. Letting through.
20180408,461,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=167369 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,462,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=168749 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,463,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=170129 Win=17952 Len=0,Previously seen source. Letting through.
20180408,464,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=170129 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,465,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=171509 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,466,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=172889 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,467,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=174269 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,468,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=175649 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,469,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=177029 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,470,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=172889 Win=17952 Len=0,Previously seen source. Letting through.
20180408,471,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=175649 Win=17952 Len=0,Previously seen source. Letting through.
20180408,472,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=178409 Win=17952 Len=0,Previously seen source. Letting through.
20180408,473,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=178409 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,474,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=179789 Win=17952 Len=0,Previously seen source. Letting through.
20180408,475,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=179789 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,476,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=181169 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,477,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=182549 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",Previously seen destination. Letting through.
20180408,478,,54.231.169.40,,,192.168.1.11,,TCP,,1,"80  >  52410 [PSH, ACK] Seq=183929 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU]",Previously seen destination. Letting through.
20180408,479,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=182549 Win=17952 Len=0,Previously seen source. Letting through.
20180408,480,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=185309 Win=17952 Len=0,Previously seen source. Letting through.
20180408,481,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=185309 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,482,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=186689 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,483,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=188069 Win=17952 Len=0,Previously seen source. Letting through.
20180408,484,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=188069 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,485,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=189449 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,486,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=190829 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,487,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=192209 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,488,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=193589 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,489,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=194969 Ack=167 Win=15872 Len=1380 [TCP segment of a reassembled PDU],Previously seen destination. Letting through.
20180408,490,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=190829 Win=17952 Len=0,Previously seen source. Letting through.
20180408,491,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=193589 Win=17952 Len=0,Previously seen source. Letting through.
20180408,492,,192.168.1.11,,,54.231.169.40,,TCP,,1,52410  >  80 [ACK] Seq=167 Ack=196349 Win=17952 Len=0,Previously seen source. Letting through.
20180408,493,,54.231.169.40,,,192.168.1.11,,HTTP,,1,HTTP/1.1 200 OK  (binary/octet-stream),Previously seen destination. Letting through.
20180408,494,,192.168.1.11,,,54.231.169.40,,TCP,,1,"52410  >  80 [FIN, ACK] Seq=167 Ack=196450 Win=17952 Len=0",Previously seen source. Letting through.
20180408,495,,54.231.169.40,,,192.168.1.11,,TCP,,1,80  >  52410 [ACK] Seq=196450 Ack=168 Win=15872 Len=0,Previously seen destination. Letting through.
20180408,496,,192.168.1.11,,,213.24.76.23,,TLSv1,0,0,"Application Data, Application Data",Default
20180408,497,,192.168.1.11,,,52.28.161.134,,TCP,,1,"42008  >  443 [FIN, ACK] Seq=544 Ack=3988 Win=11360 Len=0",Previously seen destination. Letting through.
20180408,498,,52.28.161.134,,,192.168.1.11,,TLSv1,,1,Encrypted Alert,Previously seen destination. Letting through.
20180408,499,,52.28.161.134,,,192.168.1.11,,TCP,,1,"443  >  42008 [FIN, ACK] Seq=4025 Ack=545 Win=3120 Len=0",Previously seen destination. Letting through.
20180408,500,,192.168.1.11,,,52.28.161.134,,TCP,,1,42008  >  443 [RST] Seq=545 Win=0 Len=0,Previously seen destination. Letting through.
20180408,501,,192.168.1.11,,,52.28.161.134,,TCP,,1,42008  >  443 [RST] Seq=545 Win=0 Len=0,Previously seen destination. Letting through.
20180408,504,,192.168.1.11,,,192.168.1.1,,DNS,,1,Standard query 0x0002 A api.dch.dlink.com,Safe protocol
20180408,505,,192.168.1.1,,,192.168.1.11,,DNS,,1,Standard query response 0x0002 A api.dch.dlink.com CNAME eu-api-elb-1068129369.eu-central-1.elb.amazonaws.com A 52.58.68.165 A 52.28.38.154,Safe protocol
20180408,506,,192.168.1.11,,,52.58.68.165,,TCP,,1,38649  >  443 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=4294951022 TSecr=0 WS=2,Previously seen destination. Letting through.
20180408,507,,52.58.68.165,,,192.168.1.11,,TCP,,1,"443  >  38649 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=1380 SACK_PERM=1 TSval=437600664 TSecr=4294951022 WS=256",source ip is relatively new
20180408,508,,192.168.1.11,,,52.58.68.165,,TCP,,1,38649  >  443 [ACK] Seq=1 Ack=1 Win=5840 Len=0 TSval=4294951023 TSecr=437600664,Previously seen destination. Letting through.
20180408,509,,192.168.1.11,,,52.58.68.165,,TLSv1.2,,1,Client Hello,Previously seen destination. Letting through.
20180408,510,,52.58.68.165,,,192.168.1.11,,TCP,,1,443  >  38649 [ACK] Seq=1 Ack=300 Win=19200 Len=0 TSval=437600776 TSecr=4294951132,source ip is relatively new
20180408,511,,52.58.68.165,,,192.168.1.11,,TLSv1.2,,1,Server Hello,source ip is relatively new
20180408,512,,52.58.68.165,,,192.168.1.11,,TCP,,1,443  >  38649 [ACK] Seq=1369 Ack=300 Win=19200 Len=1368 TSval=437600776 TSecr=4294951132 [TCP segment of a reassembled PDU],source ip is relatively new
20180408,513,,52.58.68.165,,,192.168.1.11,,TLSv1.2,,1,"Certificate, Server Key Exchange, Server Hello Done",source ip is relatively new
20180408,514,,192.168.1.11,,,52.58.68.165,,TCP,,1,38649  >  443 [ACK] Seq=300 Ack=1369 Win=8576 Len=0 TSval=4294951135 TSecr=437600776,Previously seen destination. Letting through.
20180408,515,,192.168.1.11,,,52.58.68.165,,TCP,,1,38649  >  443 [ACK] Seq=300 Ack=2737 Win=11312 Len=0 TSval=4294951135 TSecr=437600776,Previously seen destination. Letting through.
20180408,516,,192.168.1.11,,,52.58.68.165,,TCP,,1,38649  >  443 [ACK] Seq=300 Ack=3820 Win=14048 Len=0 TSval=4294951135 TSecr=437600776,Previously seen destination. Letting through.
20180408,517,,192.168.1.11,,,52.58.68.165,,TLSv1.2,,1,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",Previously seen destination. Letting through.
20180408,518,,52.58.68.165,,,192.168.1.11,,TLSv1.2,,1,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",source ip is relatively new
20180408,519,,192.168.1.11,,,52.58.68.165,,TCP,,1,38649  >  443 [ACK] Seq=426 Ack=4046 Win=14048 Len=0 TSval=4294951168 TSecr=437600809,Previously seen destination. Letting through.
20180408,520,,192.168.1.11,,,52.58.68.165,,TLSv1.2,,1,Application Data,Previously seen destination. Letting through.
20180408,521,,52.58.68.165,,,192.168.1.11,,TCP,,1,443  >  38649 [ACK] Seq=4046 Ack=887 Win=20224 Len=0 TSval=437600820 TSecr=4294951169,source ip is relatively new
20180408,522,,52.58.68.165,,,192.168.1.11,,TLSv1.2,,1,Application Data,source ip is relatively new
20180408,523,,52.58.68.165,,,192.168.1.11,,TLSv1.2,,1,Encrypted Alert,source ip is relatively new
20180408,524,,192.168.1.11,,,52.58.68.165,,TCP,,1,"38649  >  443 [RST, ACK] Seq=887 Ack=4346 Win=14048 Len=0 TSval=4294951213 TSecr=437600853",Previously seen destination. Letting through.
20180408,525,,192.168.1.11,,,52.58.68.165,,TCP,,1,38650  >  443 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=4294951264 TSecr=0 WS=2,Previously seen destination. Letting through.
20180408,526,,52.58.68.165,,,192.168.1.11,,TCP,,1,"443  >  38650 [SYN, ACK] Seq=0 Ack=1 Win=17898 Len=0 MSS=1380 SACK_PERM=1 TSval=437600906 TSecr=4294951264 WS=256",source ip is relatively new
20180408,527,,192.168.1.11,,,52.58.68.165,,TCP,,1,38650  >  443 [ACK] Seq=1 Ack=1 Win=5840 Len=0 TSval=4294951265 TSecr=437600906,Previously seen destination. Letting through.
20180408,528,,192.168.1.11,,,52.58.68.165,,TLSv1.2,,1,Client Hello,Previously seen destination. Letting through.
20180408,529,,52.58.68.165,,,192.168.1.11,,TCP,,1,443  >  38650 [ACK] Seq=1 Ack=492 Win=19200 Len=0 TSval=437600907 TSecr=4294951265,source ip is relatively new
20180408,530,,52.58.68.165,,,192.168.1.11,,TLSv1.2,,1,"Server Hello, Change Cipher Spec, Encrypted Handshake Message",source ip is relatively new
20180408,531,,192.168.1.11,,,52.58.68.165,,TCP,,1,38650  >  443 [ACK] Seq=492 Ack=138 Win=5840 Len=0 TSval=4294951266 TSecr=437600907,Previously seen destination. Letting through.
20180408,532,,192.168.1.11,,,52.58.68.165,,TLSv1.2,,1,"Change Cipher Spec, Encrypted Handshake Message",Previously seen destination. Letting through.
20180408,533,,52.58.68.165,,,192.168.1.11,,TCP,,1,443  >  38650 [ACK] Seq=138 Ack=543 Win=19200 Len=0 TSval=437600918 TSecr=4294951266,source ip is relatively new
20180408,534,,192.168.1.11,,,52.58.68.165,,TLSv1.2,,1,Application Data,Previously seen destination. Letting through.
20180408,535,,52.58.68.165,,,192.168.1.11,,TCP,,1,443  >  38650 [ACK] Seq=138 Ack=895 Win=20224 Len=0 TSval=437600918 TSecr=4294951277,source ip is relatively new
20180408,536,,52.58.68.165,,,192.168.1.11,,TLSv1.2,,1,Application Data,Previously seen destination. Letting through.
20180408,537,,52.58.68.165,,,192.168.1.11,,TLSv1.2,,1,Encrypted Alert,Previously seen destination. Letting through.
20180408,538,,192.168.1.11,,,192.168.1.1,,DNS,,1,Standard query 0x0003 A r0802.dch.dlink.com,Safe protocol
20180408,539,,52.58.68.165,,,192.168.1.11,,TCP,,1,"[TCP Retransmission] 443  >  38650 [PSH, ACK] Seq=534 Ack=895 Win=20224 Len=31 TSval=437601076 TSecr=4294951277",Previously seen destination. Letting through.
20180408,540,,192.168.1.11,,,52.58.68.165,,TCP,,1,38650  >  443 [ACK] Seq=895 Ack=565 Win=6912 Len=0 TSval=4294951435 TSecr=437601073 SLE=534 SRE=565,Previously seen destination. Letting through.
20180408,541,,192.168.1.1,,,192.168.1.11,,DNS,,1,Standard query response 0x0003 A r0802.dch.dlink.com A 52.28.131.102 NS ns-265.awsdns-33.com NS ns-1758.awsdns-27.co.uk NS ns-961.awsdns-56.net NS ns-1057.awsdns-04.org A 205.251.193.9 A 205.251.195.193 A 205.251.196.33 A 205.251.198.222,Safe protocol
20180408,542,,192.168.1.11,,,52.28.131.102,,TCP,,1,34984  >  443 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=4294951439 TSecr=0 WS=2,Previously seen destination. Letting through.
